Year,Indicator Name,Indicator Code,Value
2009,Average per capita transfer held by 4th quintile -All Social Protection and Labor -urban,per_allsp.avt_q4_urb,2.2042375320932
2006,Average per capita transfer held by 4th quintile -All Social Protection and Labor -urban,per_allsp.avt_q4_urb,2.10746220784629
2019,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor (preT),per_allsp.avt_q5_preT_tot,3.37585318833729
2016,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor (preT),per_allsp.avt_q5_preT_tot,3.45085636468634
2012,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor (preT),per_allsp.avt_q5_preT_tot,3.18626398473312
2009,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor (preT),per_allsp.avt_q5_preT_tot,3.54544044267577
2006,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor (preT),per_allsp.avt_q5_preT_tot,2.88664434050088
2019,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -rural,per_allsp.avt_q5_rur,3.47913497984224
2016,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -rural,per_allsp.avt_q5_rur,3.75159154472776
2012,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -rural,per_allsp.avt_q5_rur,3.15273706838218
2009,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -rural,per_allsp.avt_q5_rur,3.77924159506084
2006,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -rural,per_allsp.avt_q5_rur,3.29798782175218
2019,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor,per_allsp.avt_q5_tot,4.17588082849526
2016,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor,per_allsp.avt_q5_tot,4.3087502393361
2012,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor,per_allsp.avt_q5_tot,3.84029755868906
2009,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor,per_allsp.avt_q5_tot,4.06260325253748
2006,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor,per_allsp.avt_q5_tot,3.65910170496457
2019,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -urban,per_allsp.avt_q5_urb,6.2344634012621
2016,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -urban,per_allsp.avt_q5_urb,6.40728401195526
2012,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -urban,per_allsp.avt_q5_urb,5.94223168787091
2009,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -urban,per_allsp.avt_q5_urb,5.58847636380753
2006,Average per capita transfer held by 5th quintile (richest) -All Social Protection and Labor -urban,per_allsp.avt_q5_urb,4.42615515263802
2019,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.ben_ep_preT_tot,9.07234789682426
2016,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.ben_ep_preT_tot,8.40942410186618
2012,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.ben_ep_preT_tot,10.9710928945963
2009,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.ben_ep_preT_tot,7.96069233381816
2006,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor  (preT),per_allsp.ben_ep_preT_tot,9.82649064225559
2019,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.ben_ep_tot,0.399329196214364
2016,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.ben_ep_tot,0.57368160684794
2012,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.ben_ep_tot,0.92657258203633
2009,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.ben_ep_tot,0.732834552899212
2006,Benefits incidence in extreme poor (<$2.15 a day) (%) -All Social Protection and Labor,per_allsp.ben_ep_tot,1.68303104242912
2019,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q1_preT_tot,23.7249880324408
2016,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q1_preT_tot,22.4002533699781
2012,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q1_preT_tot,21.3938531666445
2009,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q1_preT_tot,18.3939181461317
2006,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q1_preT_tot,18.0989155800827
2019,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q1_rur,10.8514811692651
2016,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q1_rur,9.34673724278427
2012,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q1_rur,6.42353559763986
2009,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q1_rur,6.56242888100684
2006,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q1_rur,8.18735912306073
2019,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q1_urb,7.94187944434979
2016,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q1_urb,7.47448740143607
2012,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q1_urb,4.00740501000782
2009,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q1_urb,6.00563706357111
2006,Benefits incidence in 1st quintile (poorest) (%) -All Social Protection and Labor -urban,per_allsp.ben_q1_urb,2.67001106589761
2019,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q2_preT_tot,13.0707714592941
2016,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q2_preT_tot,14.272009172209
2012,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q2_preT_tot,11.3949818208861
2009,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q2_preT_tot,11.2919884729692
2006,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q2_preT_tot,14.0566318618455
2019,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q2_rur,12.2134244529095
2016,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q2_rur,10.4279851528222
2012,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q2_rur,10.9630129238174
2009,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q2_rur,9.11681505998591
2006,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q2_rur,8.86999460672946
2019,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.ben_q2_tot,11.7876851617407
2016,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.ben_q2_tot,10.5326390477719
2012,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.ben_q2_tot,9.72579715058502
2009,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.ben_q2_tot,8.50512197624425
2006,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor,per_allsp.ben_q2_tot,7.92710174588814
2019,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q2_urb,10.2864424214388
2016,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q2_urb,9.30010061759767
2012,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q2_urb,9.09941184969012
2009,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q2_urb,7.58036981758154
2006,Benefits incidence in 2nd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q2_urb,4.33754697064184
2019,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q3_preT_tot,13.8663858795524
2016,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q3_preT_tot,14.1589333104528
2012,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q3_preT_tot,14.4188397432306
2009,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q3_preT_tot,14.4117270194149
2006,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q3_preT_tot,13.9513636778768
2019,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q3_rur,15.235713981442
2016,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q3_rur,14.2086606966206
2012,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q3_rur,11.3969442200876
2009,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q3_rur,11.6416334317356
2006,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q3_rur,14.5917724919446
2019,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.ben_q3_tot,14.2703889814267
2016,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.ben_q3_tot,13.9980500748707
2012,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.ben_q3_tot,11.5042448362698
2009,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.ben_q3_tot,11.2653759054686
2006,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor,per_allsp.ben_q3_tot,13.8756889647493
2019,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q3_urb,15.1888624101128
2016,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q3_urb,12.8175129568167
2012,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q3_urb,15.7411446522725
2009,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q3_urb,12.5023811154707
2006,Benefits incidence in 3rd quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q3_urb,10.5183898049734
2019,Benefits incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q4_preT_tot,19.4017916580419
2016,Benefits incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q4_preT_tot,18.7264532236786
2012,Benefits incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q4_preT_tot,18.1063832527398
2009,Benefits incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q4_preT_tot,19.7677182557887
2006,Benefits incidence in 4th quintile (%) -All Social Protection and Labor (preT),per_allsp.ben_q4_preT_tot,20.2859731621587
2019,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q4_rur,20.2021476524771
2016,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q4_rur,21.7824314679324
2012,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q4_rur,22.3510987470528
2009,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q4_rur,21.6693594374794
2006,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -rural,per_allsp.ben_q4_rur,20.3008127794272
2019,Benefits incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.ben_q4_tot,20.0021782556905
2016,Benefits incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.ben_q4_tot,21.0604118908521
2012,Benefits incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.ben_q4_tot,23.4472257929638
2009,Benefits incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.ben_q4_tot,22.4259142190016
2006,Benefits incidence in 4th quintile (%) -All Social Protection and Labor,per_allsp.ben_q4_tot,19.9883596334086
2019,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q4_urb,18.9298108997872
2016,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q4_urb,22.6292762507316
2012,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q4_urb,23.1981575338976
2009,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q4_urb,20.9246151134394
2006,Benefits incidence in 4th quintile (%) -All Social Protection and Labor -urban,per_allsp.ben_q4_urb,26.8440172023028
2019,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q5_preT_tot,29.9360629706709
2016,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q5_preT_tot,30.4423509236815
2012,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q5_preT_tot,34.685942016499
2009,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q5_preT_tot,36.1346481056954
2006,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor (preT),per_allsp.ben_q5_preT_tot,33.6071157180363
2019,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q5_rur,41.4972327439065
2016,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q5_rur,44.2341854398404
2012,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q5_rur,48.8654085114024
2009,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q5_rur,51.0097631897923
2006,Benefits incidence in 5th quintile (richest) (%) -All Social Protection and Labor -rural,per_allsp.ben_q5_rur,48.0500609988379
